Time (s),Sprung Accel (m/s^2),Unsprung Accel (m/s^2), Spring Force (N), Damper Force (N), Tire force(N)
3.170000,-0.508679,0.731685,78.457068,74.146611,142.452415
3.180000,-0.381520,1.715320,84.713720,29.742355,54.050887
3.190000,-0.177242,2.397531,84.497654,-31.325053,-45.756189
3.200000,0.043822,2.091955,76.904409,-90.050951,-104.540651
3.210000,0.213323,1.206836,63.509712,-127.506479,-118.664813
3.220000,0.325433,0.724839,46.989778,-144.619713,-132.452076
3.230000,0.427432,0.950257,28.835070,-157.064633,-176.131986
3.240000,0.551605,1.305389,8.887299,-174.368734,-233.431542
3.250000,0.679086,1.178985,-13.164005,-190.561660,-269.338623
3.260000,0.761198,0.450195,-36.328689,-192.030567,-261.911208
3.270000,0.751335,-0.724426,-58.067906,-167.332667,-202.975936
3.280000,0.621701,-2.075434,-74.871517,-111.638892,-95.984200
3.290000,0.380999,-3.080404,-83.303606,-30.995993,31.531050
3.300000,0.087762,-3.162514,-81.508353,55.179861,132.864278
3.310000,-0.175589,-2.330461,-70.358615,123.035348,180.904418
3.320000,-0.361936,-1.336106,-52.908182,161.488936,195.340895
3.330000,-0.485794,-0.855890,-32.330256,178.068386,212.975819
3.340000,-0.577685,-0.661290,-10.502771,183.808124,233.429343
3.350000,-0.623135,0.017064,11.216618,175.723854,215.807669
3.360000,-0.571759,1.317812,30.371885,141.155704,136.801594
3.370000,-0.408803,2.400814,43.557064,79.083842,31.005581
3.380000,-0.190166,2.496956,48.547499,8.502265,-46.698563
3.390000,0.011119,1.900714,45.757849,-49.093537,-85.722539
3.400000,0.173221,1.464575,37.196251,-89.162674,-118.903610
3.410000,0.315507,1.366292,24.520491,-119.172729,-161.201344
3.420000,0.435579,1.003683,8.807954,-139.481592,-183.633767
3.430000,0.493711,0.075910,-8.173802,-139.939378,-158.857187
3.440000,0.462826,-0.919279,-23.603639,-115.244067,-101.274669
3.450000,0.361138,-1.451767,-34.878803,-73.462527,-41.966823
3.460000,0.225515,-1.581821,-40.747608,-26.907005,9.513108
3.470000,0.082316,-1.508132,-41.182265,16.487346,53.696026
3.480000,-0.043460,-1.121759,-36.975038,50.013163,77.166344
3.490000,-0.124241,-0.463162,-29.748933,67.021247,72.682811
3.500000,-0.158337,-0.029991,-21.485852,68.986858,63.142499
3.510000,-0.173794,-0.028328,-13.410853,65.549101,67.685106
3.520000,-0.177479,0.155854,-5.905555,59.149167,59.812223
3.530000,-0.129658,1.002409,0.053697,38.843704,3.711520
3.540000,-0.005332,1.827705,2.323372,-0.723846,-76.847158
3.550000,0.144505,1.618115,-0.519627,-42.831870,-117.163952
3.560000,0.240289,0.615072,-7.275217,-64.811453,-101.974786
3.570000,0.270371,0.048360,-15.247850,-65.863457,-85.231153
3.580000,0.291229,0.340250,-23.027707,-64.340925,-105.764899
3.590000,0.334616,0.620247,-31.049393,-69.335281,-133.357004
3.600000,0.366035,0.198479,-39.539368,-70.271123,-124.052856
3.610000,0.345461,-0.484599,-47.235817,-56.402509,-85.151079
3.620000,0.281654,-0.764138,-52.511212,-31.984949,-50.850521
3.630000,0.204914,-0.732143,-54.739280,-6.735057,-27.002055
3.640000,0.123099,-0.795999,-54.037321,17.107628,2.909536
3.650000,0.028462,-0.962817,-50.423940,41.885355,41.843801
3.660000,-0.081121,-1.108380,-43.732903,68.069140,84.703478
3.670000,-0.208941,-1.351764,-33.764807,96.446982,138.199790
3.680000,-0.358350,-1.602294,-20.194342,127.699286,199.217428
3.690000,-0.501496,-1.297656,-3.106766,153.555419,232.059831
3.700000,-0.577962,-0.225995,15.825605,157.563053,206.618440
3.710000,-0.555036,0.864943,33.410923,133.099953,147.157887
3.720000,-0.468442,1.167406,46.942809,93.589778,103.667775
3.730000,-0.372505,0.967385,55.756132,55.995465,80.941096
3.740000,-0.266508,1.198775,60.211948,19.740530,34.852138
3.750000,-0.103308,2.081880,59.640279,-28.647734,-60.764286
3.760000,0.137736,2.887075,52.168510,-93.489268,-178.560573
3.770000,0.415760,2.930249,36.561961,-161.289881,-272.734687
3.780000,0.661668,2.198998,13.738980,-212.239486,-319.637112
3.790000,0.823237,1.079408,-13.381472,-233.589760,-320.052825
3.800000,0.884941,0.027658,-41.094223,-224.388130,-290.372821
3.810000,0.869833,-0.544053,-66.294834,-194.655034,-257.807104
