Time (s),Sprung Accel (m/s^2),Unsprung Accel (m/s^2), Spring Force (N), Damper Force (N), Tire force(N)
2.040000,0.017861,-0.032370,11.715003,-17.073433,-2.558939
2.050000,0.023502,0.037739,9.697178,-16.747769,-7.568047
2.060000,0.036526,0.145732,7.587751,-18.545463,-16.847316
2.070000,0.059412,0.271116,5.098062,-22.921557,-30.255305
2.080000,0.089334,0.322844,1.972459,-28.772528,-42.563702
2.090000,0.117954,0.262846,-1.810745,-33.575512,-49.193727
2.100000,0.139483,0.177184,-6.013258,-35.831615,-52.257177
2.110000,0.155170,0.144102,-10.356704,-36.194254,-55.860348
2.120000,0.167292,0.121408,-14.675668,-35.512070,-58.795021
2.130000,0.173643,0.047952,-18.822252,-33.270620,-57.456453
2.140000,0.171523,-0.039052,-22.564706,-28.892085,-52.693554
2.150000,0.162389,-0.084131,-25.678401,-23.038169,-47.603536
2.160000,0.148391,-0.118461,-28.040800,-16.476503,-41.443851
2.170000,0.128780,-0.179122,-29.564353,-9.069671,-32.219417
2.180000,0.104075,-0.212142,-30.153558,-1.068836,-22.633306
2.190000,0.079165,-0.171440,-29.822152,6.072772,-16.479066
2.200000,0.057362,-0.127236,-28.739231,11.530554,-11.557270
2.210000,0.036212,-0.143183,-27.061105,16.197486,-4.043588
2.220000,0.015262,-0.127095,-24.853120,20.274659,1.895575
2.230000,0.003191,0.036088,-22.320176,21.362955,-2.037861
2.240000,0.008884,0.258466,-19.976673,17.311453,-14.675083
2.250000,0.027764,0.333337,-18.355587,10.026309,-24.760111
2.260000,0.045441,0.227480,-17.566504,3.934237,-25.908700
2.270000,0.054492,0.117201,-17.309763,0.962017,-23.925027
2.280000,0.059912,0.120851,-17.303526,-0.670182,-26.054954
2.290000,0.067407,0.156782,-17.514078,-2.708125,-30.384981
2.300000,0.073775,0.103429,-17.949741,-4.182671,-30.137565
2.310000,0.070800,-0.045407,-18.398478,-2.841492,-22.277061
2.320000,0.052462,-0.237189,-18.423487,2.684996,-7.267285
2.330000,0.016337,-0.439095,-17.501828,12.600860,14.146321
2.340000,-0.035649,-0.590753,-15.161818,25.856368,38.473073
2.350000,-0.094284,-0.595756,-11.176695,39.462015,58.102717
2.360000,-0.146063,-0.448356,-5.751228,49.570260,68.257405
2.370000,-0.183509,-0.281777,0.560890,54.491755,72.716639
2.380000,-0.209507,-0.203958,7.207689,55.644486,77.544850
2.390000,-0.228405,-0.155558,13.852362,54.669235,81.431864
2.400000,-0.236675,-0.017327,20.210416,50.792073,77.609316
2.410000,-0.226682,0.202418,25.813406,42.191280,63.922954
2.420000,-0.196948,0.384348,30.079908,29.004373,45.493166
2.430000,-0.153964,0.462139,32.597968,13.591290,27.615294
2.440000,-0.105438,0.469267,33.261350,-1.629906,11.291632
2.450000,-0.056471,0.438275,32.189619,-15.248209,-3.315489
2.460000,-0.011679,0.356186,29.645295,-26.141557,-14.075579
2.470000,0.024504,0.237387,26.019183,-33.370396,-20.205854
2.480000,0.051650,0.151683,21.744936,-37.239954,-24.866120
2.490000,0.073763,0.132195,17.134930,-39.263962,-30.972692
2.500000,0.093145,0.114118,12.344836,-40.288418,-36.265527
2.510000,0.106135,0.023814,7.541687,-39.382248,-36.069158
2.520000,0.107980,-0.103372,3.036222,-35.430368,-30.460526
2.530000,0.100698,-0.156926,-0.845060,-29.364259,-25.312881
2.540000,0.092687,-0.096106,-4.008886,-23.797243,-25.353894
2.550000,0.090102,-0.003535,-6.637497,-20.393183,-28.756089
2.560000,0.091030,0.018442,-8.957862,-18.351023,-30.059978
2.570000,0.088901,-0.042972,-11.006549,-15.663887,-26.457214
2.580000,0.079563,-0.124799,-12.624265,-11.244535,-19.513313
2.590000,0.064386,-0.162107,-13.629001,-5.686731,-12.739364
2.600000,0.049208,-0.116517,-13.991574,-0.770912,-9.890215
2.610000,0.041616,0.014181,-13.922046,1.437097,-13.599769
2.620000,0.045802,0.156530,-13.815175,0.074587,-21.806439
2.630000,0.056563,0.177107,-14.002655,-2.966348,-26.489915
2.640000,0.060802,0.024046,-14.444808,-3.795726,-20.826363
2.650000,0.049974,-0.162875,-14.712480,-0.279712,-8.529570
2.660000,0.030961,-0.176570,-14.404360,5.116032,-1.641221
2.670000,0.020164,0.009562,-13.601663,7.552513,-6.902864
2.680000,0.025688,0.197687,-12.819919,5.113586,-17.723584
2.690000,0.038459,0.190670,-12.478722,0.941116,-21.790955
2.700000,0.041565,-0.010168,-12.466259,-0.003335,-13.502561
2.710000,0.025345,-0.249569,-12.215493,4.611861,3.070249
2.720000,-0.006602,-0.376583,-11.137640,13.118374,19.614019
2.730000,-0.041412,-0.326048,-9.015585,21.439068,28.752872
2.740000,-0.064970,-0.132240,-6.132636,25.623747,27.382527
2.750000,-0.070563,0.074937,-3.100450,24.269366,19.378525
2.760000,-0.063725,0.147650,-0.469612,19.587085,13.559448
2.770000,-0.057453,0.055820,1.614911,15.621130,15.699150
2.780000,-0.060804,-0.088564,3.417740,14.823315,23.563499
2.790000,-0.072972,-0.168319,5.302284,16.589432,31.366035
2.800000,-0.087735,-0.166848,7.447977,18.872401,36.232582
2.810000,-0.099786,-0.120713,9.810589,20.125062,38.103393
2.820000,-0.106252,-0.053981,12.217342,19.658402,37.153258
2.830000,-0.106870,-0.001395,14.463130,17.597730,34.932020
2.840000,-0.104981,-0.008009,16.420888,15.073345,34.679497
2.850000,-0.104597,-0.049731,18.115193,13.264043,36.606863
2.860000,-0.104513,-0.037085,19.620078,11.733860,36.104790
2.870000,-0.099226,0.046952,20.869845,8.897962,30.529649
2.880000,-0.087348,0.103126,21.674672,4.529582,24.078945
2.890000,-0.074446,0.067301,21.951608,0.382261,21.629712
2.900000,-0.065639,0.001903,21.829216,-2.137473,21.958830
2.910000,-0.060702,-0.030662,21.497915,-3.287424,22.050747
2.920000,-0.058596,-0.063457,21.088004,-3.509269,23.101490
2.930000,-0.059845,-0.104369,20.712572,-2.759008,25.651431
2.940000,-0.060534,-0.057917,20.426510,-2.266336,23.904232
2.950000,-0.051673,0.102588,20.041706,-4.539940,13.600543
2.960000,-0.031100,0.214279,19.178391,-9.848414,1.673375
2.970000,-0.009755,0.138386,17.668777,-14.742244,-1.692586
2.980000,0.001197,-0.015164,15.781394,-16.140505,2.072278
2.990000,0.003920,-0.056002,13.904315,-15.080452,3.289035
3.000000,0.006943,-0.005687,12.156639,-14.239564,0.103821
3.010000,0.010754,-0.016670,10.478814,-13.704887,-0.489261
3.020000,0.010329,-0.083394,8.928580,-12.027167,2.932550
3.030000,0.007360,-0.071446,7.627269,-9.835195,3.490318
3.040000,0.008417,0.012842,6.512468,-9.037603,-0.717784
3.050000,0.013341,0.034446,5.406543,-9.408794,-3.292526
3.060000,0.017168,0.001214,4.268991,-9.419444,-2.935460
3.070000,0.022694,0.067652,3.115982,-9.924119,-7.835619
3.080000,0.039070,0.242121,1.726563,-13.447612,-21.446399
3.090000,0.066910,0.341299,-0.282927,-19.790097,-35.356481
3.100000,0.096182,0.292865,-3.061118,-25.793415,-42.805879
3.110000,0.120901,0.241627,-6.436381,-29.834060,-48.596741
3.120000,0.144594,0.271349,-10.236876,-33.141257,-57.854625
3.130000,0.167676,0.251254,-14.409622,-35.893227,-64.588252
3.140000,0.180053,0.068051,-18.727521,-35.288250,-60.106806
3.150000,0.171157,-0.196417,-22.604946,-28.742134,-44.731808
3.160000,0.138954,-0.430274,-25.314069,-16.372047,-23.056706
3.170000,0.086151,-0.627714,-26.244464,0.399068,3.722859
3.180000,0.018487,-0.738174,-24.993901,19.447903,31.309103
3.190000,-0.048191,-0.602109,-21.565557,36.022711,46.917860
3.200000,-0.091272,-0.214641,-16.649068,44.030555,42.784279
3.210000,-0.101930,0.132827,-11.422685,42.001796,29.684914
3.220000,-0.095530,0.177655,-6.786110,35.445189,25.138870
3.230000,-0.093444,0.016045,-2.846169,30.879325,31.799866
3.240000,-0.100434,-0.075529,0.755673,29.374608,38.269741
3.250000,-0.106592,-0.011967,4.199579,27.778151,37.219750
3.260000,-0.103490,0.103973,7.304315,23.742605,30.650372
3.270000,-0.088850,0.222841,9.744229,16.910772,20.128896
3.280000,-0.062086,0.349529,11.193175,7.432736,5.236180
3.290000,-0.027163,0.390214,11.407906,-3.259058,-8.294030
3.300000,0.003217,0.244102,10.464885,-11.429844,-11.484527
3.310000,0.017281,0.014615,8.880558,-14.064795,-5.272053
3.320000,0.017343,-0.089133,7.274064,-12.476883,-0.277387
3.330000,0.015018,-0.045419,5.915162,-10.420514,-1.427915
3.340000,0.015355,-0.013123,4.738005,-9.344519,-2.956287
3.350000,0.014850,-0.046095,3.686411,-8.141425,-1.155784
3.360000,0.013563,-0.028182,2.793439,-6.862242,-1.497401
3.370000,0.018202,0.085860,1.953365,-7.413876,-8.348875
3.380000,0.031133,0.170027,0.894752,-10.234735,-16.578947
3.390000,0.045136,0.127470,-0.524079,-13.016820,-19.216285
3.400000,0.052289,0.023831,-2.143542,-13.543033,-16.693490
3.410000,0.051586,-0.047550,-3.674519,-11.801214,-13.067704
3.420000,0.045349,-0.092600,-4.903825,-8.700977,-8.847552
3.430000,0.034482,-0.138562,-5.698873,-4.645867,-3.060201
3.440000,0.020673,-0.150177,-5.976315,-0.225611,2.073975
3.450000,0.008441,-0.098797,-5.772100,3.239790,3.700710
3.460000,0.001564,-0.023912,-5.269503,4.800156,2.417739
3.470000,0.000377,0.034126,-4.696736,4.583749,0.019218
3.480000,0.004068,0.084718,-4.238323,3.017946,-3.656198
3.490000,0.012081,0.127678,-4.036742,0.412328,-8.407972
3.500000,0.021873,0.124308,-4.169899,-2.391876,-11.565683
3.510000,0.029103,0.070118,-4.582167,-4.148838,-11.468695
3.520000,0.032008,0.022878,-5.113273,-4.489012,-10.244820
3.530000,0.032964,0.022035,-5.639641,-4.249453,-10.549191
3.540000,0.034925,0.046560,-6.153048,-4.324545,-12.386219
3.550000,0.038958,0.072476,-6.712516,-4.974763,-14.985241
3.560000,0.044973,0.094652,-7.382352,-6.109497,-18.073833
3.570000,0.050879,0.076966,-8.185449,-7.078400,-19.255176
3.580000,0.051027,-0.023534,-9.007582,-6.300409,-14.623839
3.590000,0.040645,-0.153458,-9.555414,-2.638031,-5.097730
3.600000,0.023443,-0.181376,-9.547920,2.515111,1.902095
3.610000,0.010514,-0.062981,-9.010731,5.856474,0.580891
3.620000,0.009721,0.095677,-8.309597,5.393340,-6.701710
3.630000,0.019131,0.175660,-7.859659,2.120315,-13.697431
3.640000,0.031095,0.156809,-7.842887,-1.485615,-16.888663
3.650000,0.037979,0.060968,-8.154427,-3.239159,-14.747969
3.660000,0.033225,-0.103017,-8.464146,-1.503365,-5.507693
3.670000,0.013388,-0.277488,-8.305065,4.288662,9.263000
3.680000,-0.017144,-0.349480,-7.279130,12.422384,22.778336
3.690000,-0.047981,-0.289843,-5.305478,19.699704,30.189104
3.700000,-0.072625,-0.206791,-2.617278,24.404735,34.412355
3.710000,-0.092319,-0.176184,0.504567,27.191214,39.442975
3.720000,-0.107323,-0.116885,3.861781,28.335092,41.572173
3.730000,-0.110692,0.056451,7.156899,26.050730,34.479896
3.740000,-0.096841,0.248857,9.884560,19.167681,20.769074
3.750000,-0.071949,0.295353,11.609110,9.975521,10.267726
3.760000,-0.048643,0.199098,12.299516,2.293465,7.055571
3.770000,-0.032294,0.112627,12.249859,-2.561626,5.754046
3.780000,-0.018732,0.113079,11.716788,-6.097310,1.326770
3.790000,-0.003490,0.142700,10.758266,-9.711347,-5.020874
3.800000,0.013578,0.155166,9.354779,-13.428230,-11.167238
3.810000,0.031405,0.161517,7.515880,-16.937311,-17.276696
3.820000,0.047429,0.123560,5.305059,-19.533618,-20.704063
3.830000,0.054321,-0.024923,2.947486,-19.243814,-15.896123
3.840000,0.046167,-0.201747,0.891002,-14.741077,-4.745035
3.850000,0.030799,-0.191285,-0.493889,-8.745785,-0.009911
3.860000,0.027598,0.067277,-1.380552,-6.898841,-11.032777
3.870000,0.047431,0.344299,-2.474590,-11.754693,-30.648204
3.880000,0.080183,0.389837,-4.392291,-19.662745,-43.709892
3.890000,0.106900,0.227572,-7.130020,-24.939925,-44.977692
3.900000,0.118580,0.052508,-10.193663,-25.380232,-40.611284
3.910000,0.117448,-0.056014,-13.063486,-22.171028,-35.105035
3.920000,0.106292,-0.152943,-15.386887,-16.500770,-26.827727
3.930000,0.086169,-0.235511,-16.904272,-8.946374,-16.269636
3.940000,0.061895,-0.232308,-17.477918,-1.090560,-8.396034
3.950000,0.039864,-0.170203,-17.194395,5.235160,-4.078472
3.960000,0.019987,-0.163140,-16.244208,10.248054,2.075906
3.970000,-0.002228,-0.211304,-14.693897,15.362345,11.591560
3.980000,-0.025074,-0.185659,-12.540983,20.063132,17.845325
3.990000,-0.040377,-0.055355,-9.975503,22.088695,16.661246
4.000000,-0.045383,0.042662,-7.373211,20.988011,13.560577
4.010000,-0.046428,0.030516,-4.985450,18.913845,14.334704
4.020000,-0.047800,0.015388,-2.826123,17.165986,15.390159
4.030000,-0.045426,0.087031,-0.917217,14.545031,11.147845
4.040000,-0.036474,0.149118,0.574574,10.367712,5.182246
4.050000,-0.027325,0.088467,1.570051,6.627592,4.944757
4.060000,-0.025389,-0.024347,2.265310,5.351335,9.596156
4.070000,-0.029283,-0.062409,2.935257,5.849539,12.702683
4.080000,-0.034117,-0.055058,3.686528,6.548467,13.995963
4.090000,-0.040464,-0.094272,4.536630,7.602602,17.984462
4.100000,-0.049644,-0.124302,5.559224,9.333995,22.492264
4.110000,-0.055243,-0.031033,6.733639,9.839410,20.015263
4.120000,-0.049656,0.118340,7.771510,7.125430,11.168539
4.130000,-0.036574,0.144100,8.345450,2.626833,5.636474
4.140000,-0.027075,0.039344,8.453970,-0.331380,7.455253
4.150000,-0.024709,-0.031336,8.363659,-0.950828,10.076336
4.160000,-0.024263,-0.016679,8.252729,-0.973767,9.335887
4.170000,-0.024126,-0.033621,8.139434,-0.901514,10.180339
4.180000,-0.028434,-0.109899,8.105060,0.425264,15.295260
4.190000,-0.035960,-0.113651,8.291543,2.496475,18.075694
4.200000,-0.038854,-0.013801,8.645582,3.010755,14.434564
4.210000,-0.035949,0.026051,8.942135,1.842657,11.668271
4.220000,-0.036012,-0.068754,9.137809,1.665668,16.222616
4.230000,-0.042521,-0.128072,9.436855,3.319411,21.270915
4.240000,-0.046116,-0.021824,9.898063,3.936727,17.566988
4.250000,-0.039666,0.098749,10.248861,1.651010,9.828991
4.260000,-0.031167,0.041061,10.273748,-0.923703,9.784612
