Time (s),Sprung Accel (m/s^2),Unsprung Accel (m/s^2), Spring Force (N), Damper Force (N), Tire force(N)
1.140000,0.126019,-0.673740,-55.089382,17.283564,-4.047687
1.150000,0.051259,-0.647508,-51.785199,36.407601,19.155085
1.160000,-0.030333,-0.786519,-46.221940,55.321970,52.344748
1.170000,-0.129150,-1.022603,-38.222030,76.967125,95.821463
1.180000,-0.244894,-1.186540,-27.452755,100.921091,141.551904
1.190000,-0.359096,-1.042763,-13.948367,121.677192,172.311169
1.200000,-0.441801,-0.550359,1.392293,131.148063,176.192142
1.210000,-0.476137,-0.017026,16.934598,125.906576,162.058136
1.220000,-0.473385,0.225454,31.164177,110.851308,149.326966
1.230000,-0.455092,0.242378,43.374365,93.153356,142.179223
1.240000,-0.425910,0.344548,53.403324,74.369716,127.576821
1.250000,-0.377286,0.564866,60.977740,52.208090,101.097322
1.260000,-0.313401,0.616947,65.742456,28.277805,77.574267
1.270000,-0.253663,0.417409,67.835741,8.263288,67.399600
1.280000,-0.205370,0.286449,67.886769,-6.275683,57.943886
1.290000,-0.151994,0.460506,66.253516,-20.655397,32.533424
1.300000,-0.078910,0.706619,62.647870,-38.974929,-2.808439
1.310000,0.001686,0.653556,56.782696,-57.288360,-26.575002
1.320000,0.062558,0.291282,49.151884,-67.919337,-29.200007
1.330000,0.090233,-0.081007,40.919530,-67.989315,-20.267736
1.340000,0.094231,-0.227899,33.146190,-61.415521,-14.069049
1.350000,0.096043,-0.101641,26.200214,-55.013132,-20.064377
1.360000,0.115843,0.218596,19.681932,-54.434718,-41.280966
1.370000,0.159454,0.493696,12.786424,-60.622658,-68.413276
1.380000,0.208157,0.412572,5.036367,-67.483332,-80.565139
1.390000,0.230152,-0.035839,-3.067871,-65.977854,-66.578495
1.400000,0.213828,-0.418622,-10.295675,-53.852757,-42.927186
1.410000,0.184025,-0.331974,-15.829565,-39.377945,-36.919750
1.420000,0.175924,0.102140,-20.064272,-32.712875,-54.601867
1.430000,0.199201,0.442303,-24.133462,-35.626853,-78.445113
1.440000,0.236979,0.492327,-28.846300,-42.247395,-93.545064
1.450000,0.271260,0.396682,-34.269986,-47.108121,-100.646569
1.460000,0.295875,0.295498,-40.069677,-48.692920,-104.275874
1.470000,0.309857,0.187713,-45.857702,-47.099269,-104.077720
1.480000,0.312545,0.077976,-51.261948,-42.501576,-100.064126
1.490000,0.304300,-0.019139,-55.946750,-35.343117,-93.049366
1.500000,0.282454,-0.178947,-59.586715,-25.149454,-78.611299
1.510000,0.240971,-0.412834,-61.730523,-10.560648,-54.199262
1.520000,0.185229,-0.480511,-61.937918,6.369338,-32.898431
1.530000,0.140941,-0.161098,-60.373988,18.091775,-33.675318
1.540000,0.131466,0.313772,-58.091364,18.651625,-53.435768
1.550000,0.146429,0.432356,-56.250047,12.321416,-64.629334
1.560000,0.148891,0.064619,-54.979129,10.311787,-48.761070
1.570000,0.117760,-0.345080,-53.331006,18.002932,-19.652932
1.580000,0.070685,-0.347463,-50.453618,29.248038,-4.341705
1.590000,0.040275,-0.001704,-46.548211,34.465669,-10.970265
1.600000,0.038206,0.295257,-42.575856,31.113990,-24.778690
1.610000,0.047838,0.274801,-39.248222,24.896820,-27.548934
1.620000,0.042734,-0.039724,-36.404459,23.584405,-11.521056
1.630000,0.006592,-0.446094,-33.159243,31.181711,19.241642
1.640000,-0.056148,-0.676303,-28.540405,45.384891,50.635676
1.650000,-0.120274,-0.525391,-22.224657,58.306851,64.583355
1.660000,-0.154366,-0.042729,-14.936447,61.246108,52.906612
1.670000,-0.144457,0.442476,-8.114141,51.451376,26.437932
1.680000,-0.105506,0.599629,-2.981556,34.633268,5.754953
1.690000,-0.067356,0.399396,0.204895,20.002053,2.241435
1.700000,-0.049140,0.101504,2.084155,12.657976,10.081641
1.710000,-0.047191,-0.024909,3.458758,10.698650,15.369849
1.720000,-0.045237,0.060497,4.648122,8.922849,10.735950
1.730000,-0.034101,0.170585,5.474194,4.756017,1.889463
1.740000,-0.021746,0.097607,5.776112,0.747634,1.253985
1.750000,-0.024692,-0.166250,5.870891,1.536694,14.719795
1.760000,-0.049746,-0.410603,6.460456,8.463447,34.666424
